"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"C:\Users\rkall\OneDrive\Documents\Personal\HRI Paper\Original\Trustv5.nlogo"
"Sweep_Reliability"
"02/23/2026 10:13:00:328 -0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","robot-reliability","num-humans","num-robots","initial-tasks","initial-trust","robot-autonomy","robot-transparency","robot-comm-frequency","collaboration-rate","[step]","average-trust","total-tasks-completed","team-efficiency","get-average-stress","get-task-success-rate","communication-events","get-robot-utilization"
"226","30","3","3","30","50","70","50","50","50","2000","26.58403040811234","83","100","57.90704255926423","62.878787878787875","601","100"
"227","35","3","3","30","50","70","50","50","50","2000","55.07746168141773","70","100","50","60.86956521739131","837","100"
"229","45","3","3","30","50","70","50","50","50","2000","49.00959156796191","90","100","68.23978494623655","67.16417910447761","744","100"
"228","40","3","3","30","50","70","50","50","50","2000","45.81160847015564","63","100","66.66666666666667","60.57692307692307","1338","100"
"232","60","3","3","30","50","70","50","50","50","2000","69.58745087911548","83","100","83.33333333333333","79.8076923076923","1063","100"
"231","55","3","3","30","50","70","50","50","50","2000","79.26743802771746","91","100","68.45238095238095","74.59016393442623","1175","100"
"230","50","3","3","30","50","70","50","50","50","2000","63.21334869736231","101","100","45.833333333333336","76.51515151515152","884","100"
"234","70","3","3","30","50","70","50","50","50","2000","78.68747487304707","100","100","66.1512027491409","81.9672131147541","1031","100"
"236","80","3","3","30","50","70","50","50","50","2000","87.05421173449777","87","100","83.33333333333333","89.69072164948454","1100","100"
"233","65","3","3","30","50","70","50","50","50","2000","87.936939360142","93","100","66.66666666666667","77.5","1329","100"
"235","75","3","3","30","50","70","50","50","50","2000","75.03208881397003","110","100","56.75571690041735","85.9375","718","100"
"238","90","3","3","30","50","70","50","50","50","2000","98.11168966446398","93","100","66.66666666666667","92.07920792079209","1008","100"
"237","85","3","3","30","50","70","50","50","50","2000","99.70199500000001","102","100","66.66666666666667","91.8918918918919","1899","100"
"239","95","3","3","30","50","70","50","50","50","2000","99.28507082181962","93","100","50","97.89473684210527","1285","100"
"242","35","3","3","30","50","70","50","50","50","2000","56.12080451582537","72","83.33333333333334","50","67.9245283018868","1194","100"
"243","40","3","3","30","50","70","50","50","50","2000","44.40498824409599","61","100","66.66666666666667","59.22330097087378","1024","100"
"245","50","3","3","30","50","70","50","50","50","2000","55.92272717308375","76","100","83.33333333333333","64.95726495726495","642","100"
"240","100","3","3","30","50","70","50","50","50","2000","100","109","100","83.33333333333333","100","919","100"
"241","30","3","3","30","50","70","50","50","50","2000","35.57265372646312","65","100","83.33333333333333","52.41935483870967","740","100"
"244","45","3","3","30","50","70","50","50","50","2000","51.235421497045046","95","100","71.14169775618606","71.96969696969697","754","100"
"246","55","3","3","30","50","70","50","50","50","2000","68.67892176683884","87","100","66.66666666666667","75","1317","100"
"247","60","3","3","30","50","70","50","50","50","2000","75.87237146839243","98","100","87.96630565583634","80.99173553719008","1103","100"
"248","65","3","3","30","50","70","50","50","50","2000","73.80285970998808","92","100","64.39393939393939","83.63636363636363","1061","100"
"249","70","3","3","30","50","70","50","50","50","2000","73.46531106937238","92","100","100","81.41592920353983","1331","100"
"251","80","3","3","30","50","70","50","50","50","2000","92.91366731786918","92","100","50","86.79245283018868","961","100"
"252","85","3","3","30","50","70","50","50","50","2000","95.61513669457797","92","83.33333333333334","83.33333333333333","82.88288288288288","1114","66.66666666666666"
"253","90","3","3","30","50","70","50","50","50","2000","99.81565347906991","115","100","69.78094860046112","94.26229508196722","766","100"
"250","75","3","3","30","50","70","50","50","50","2000","84.64332083312881","103","100","66.66666666666667","88.03418803418803","931","100"
"254","95","3","3","30","50","70","50","50","50","2000","99.05229265316376","123","100","62.07005137239119","98.4","800","100"
"255","100","3","3","30","50","70","50","50","50","2000","100","124","100","74.32426761861915","100","799","100"
"256","30","3","3","30","50","70","50","50","50","2000","54.45639763734925","42","83.33333333333334","50","51.21951219512195","1337","100"
"257","35","3","3","30","50","70","50","50","50","2000","48.637744618786684","67","100","83.33333333333333","60.909090909090914","748","100"
"258","40","3","3","30","50","70","50","50","50","2000","43.772385596459095","93","100","64.0535116510165","71.53846153846153","559","100"
"259","45","3","3","30","50","70","50","50","50","2000","56.529835988759686","105","100","79.20741944211424","75","680","100"
"262","60","3","3","30","50","70","50","50","50","2000","82.64246586079796","94","100","83.33333333333333","77.68595041322314","1363","100"
"261","55","3","3","30","50","70","50","50","50","2000","67.99879781114755","80","100","86.449864498645","67.79661016949152","966","100"
"260","50","3","3","30","50","70","50","50","50","2000","63.77676636763736","89","100","54.04040404040404","75.42372881355932","971","100"
"263","65","3","3","30","50","70","50","50","50","2000","76.08300142458992","107","100","56.513669655315915","79.8507462686567","489","100"
"264","70","3","3","30","50","70","50","50","50","2000","82.92795203070195","70","100","66.66666666666667","71.42857142857143","1525","100"
"265","75","3","3","30","50","70","50","50","50","2000","89.3533586852293","97","66.66666666666666","100","80.83333333333333","1455","33.33333333333333"
"267","85","3","3","30","50","70","50","50","50","2000","98.4343426040698","110","100","90.86757993964413","89.43089430894308","1331","100"
"266","80","3","3","30","50","70","50","50","50","2000","92.82465170510802","85","100","66.66666666666667","88.54166666666666","1504","100"
"268","90","3","3","30","50","70","50","50","50","2000","95.40003520631308","109","100","44.14414406947652","92.37288135593221","1193","100"
"269","95","3","3","30","50","70","50","50","50","2000","98.78394612854059","142","100","56.99226630127445","97.93103448275862","418","100"
"270","100","3","3","30","50","70","50","50","50","2000","100","93","100","66.66666666666667","100","1394","100"
"271","30","3","3","30","50","70","50","50","50","2000","31.641535203384908","70","100","66.66666666666667","60.86956521739131","817","100"
"272","35","3","3","30","50","70","50","50","50","2000","62.10392883609194","46","50","50","53.48837209302325","1636","100"
"273","40","3","3","30","50","70","50","50","50","2000","49.64038456451834","81","100","66.66666666666667","71.68141592920354","1113","100"
"274","45","3","3","30","50","70","50","50","50","2000","56.95549935643421","98","100","54.84633569739996","79.03225806451613","735","100"
"275","50","3","3","30","50","70","50","50","50","2000","58.0396265548443","89","100","67.61006289308176","76.06837606837607","881","100"
"277","60","3","3","30","50","70","50","50","50","2000","77.21096334288177","92","100","100","80","1231","100"
"276","55","3","3","30","50","70","50","50","50","2000","59.862548827786746","76","100","83.33333333333333","72.38095238095238","965","100"
"278","65","3","3","30","50","70","50","50","50","2000","80.98110184196203","104","100","71.99546485262248","83.87096774193549","1043","100"
"279","70","3","3","30","50","70","50","50","50","2000","85.82552442881293","102","100","79.89743660328752","86.4406779661017","1221","100"
"280","75","3","3","30","50","70","50","50","50","2000","85.17678946929406","104","100","55.91397849285034","86.66666666666667","942","100"
"281","80","3","3","30","50","70","50","50","50","2000","93.88065942670518","115","100","57.031460577942376","89.14728682170544","646","100"
"282","85","3","3","30","50","70","50","50","50","2000","95.6687665554656","122","100","77.48258075052782","93.12977099236642","810","100"
"283","90","3","3","30","50","70","50","50","50","2000","97.37820186357835","124","100","71.68405347002644","93.93939393939394","1077","100"
"284","95","3","3","30","50","70","50","50","50","2000","98.59142828432618","115","100","66.66666666666667","99.13793103448276","1078","100"
"285","100","3","3","30","50","70","50","50","50","2000","100","119","100","66.66666666666667","100","1030","100"
"287","35","3","3","30","50","70","50","50","50","2000","43.62040456692068","72","100","66.66666666666667","63.1578947368421","1075","100"
"286","30","3","3","30","50","70","50","50","50","2000","34.60347492206531","70","100","52.99056288410605","53.43511450381679","1147","100"
"288","40","3","3","30","50","70","50","50","50","2000","55.886167071359885","78","100","50","69.02654867256636","1425","100"
"290","50","3","3","30","50","70","50","50","50","2000","63.41540508465346","99","100","74.31540959878053","72.26277372262774","1059","100"
"289","45","3","3","30","50","70","50","50","50","2000","56.452482688369194","88","100","66.99346405228758","73.94957983193278","1060","100"
"291","55","3","3","30","50","70","50","50","50","2000","77.69853933987864","92","100","66.66666666666667","73.6","1139","100"
"292","60","3","3","30","50","70","50","50","50","2000","68.03404238498375","103","100","60.22199753550796","79.23076923076923","634","100"
"293","65","3","3","30","50","70","50","50","50","2000","71.3783232370912","105","100","73.67635179558526","82.03125","1209","100"
"295","75","3","3","30","50","70","50","50","50","2000","80.409827501397","109","100","63.00813008130081","85.8267716535433","1028","100"
"294","70","3","3","30","50","70","50","50","50","2000","89.03308178593632","101","100","83.33333333333333","84.87394957983193","1251","100"
"296","80","3","3","30","50","70","50","50","50","2000","89.71764813661792","88","100","50","84.61538461538461","942","100"
"297","85","3","3","30","50","70","50","50","50","2000","95.78873547152146","94","83.33333333333334","83.33333333333333","87.85046728971963","1283","100"
"298","90","3","3","30","50","70","50","50","50","2000","95.09485267719252","113","100","86.77248677248677","96.58119658119658","1231","100"
"299","95","3","3","30","50","70","50","50","50","2000","98.32267122952253","110","100","50","95.65217391304348","1346","100"
"300","100","3","3","30","50","70","50","50","50","2000","100","126","100","60.502281945616026","100","889","100"
"301","30","3","3","30","50","70","50","50","50","2000","42.3061388011355","76","100","85.44394366760655","68.46846846846847","1313","100"
"303","40","3","3","30","50","70","50","50","50","2000","57.223673557313795","64","100","83.33333333333333","64.64646464646465","1087","100"
"302","35","3","3","30","50","70","50","50","50","2000","45.812650533248366","86","100","73.10838445807771","68.8","1086","100"
"304","45","3","3","30","50","70","50","50","50","2000","60.54300375504104","87","100","66.66666666666667","76.99115044247787","1271","100"
"305","50","3","3","30","50","70","50","50","50","2000","57.03552536726172","70","100","83.33333333333333","72.16494845360825","1076","100"
"307","60","3","3","30","50","70","50","50","50","2000","80.70979718452938","108","100","57.00483091787441","84.375","1041","100"
"306","55","3","3","30","50","70","50","50","50","2000","74.51603985767473","92","100","90.62770064027256","84.40366972477065","1759","100"
"309","70","3","3","30","50","70","50","50","50","2000","73.50239510425905","101","100","50","84.87394957983193","915","100"
"308","65","3","3","30","50","70","50","50","50","2000","77.3907717491572","96","83.33333333333334","91.27216694487986","80","1181","100"
"311","80","3","3","30","50","70","50","50","50","2000","90.27666068987999","98","100","66.66666666666667","85.21739130434783","1139","100"
"310","75","3","3","30","50","70","50","50","50","2000","93.10769279369907","93","100","66.66666666666667","85.3211009174312","1598","100"
"312","85","3","3","30","50","70","50","50","50","2000","94.02871370957898","112","100","66.66666666666667","90.32258064516128","1135","100"
"313","90","3","3","30","50","70","50","50","50","2000","98.46869823971446","112","100","74.34875179282197","94.91525423728814","877","100"
"314","95","3","3","30","50","70","50","50","50","2000","99.38864373736514","112","100","66.66666666666667","98.24561403508771","1079","100"
"316","30","3","3","30","50","70","50","50","50","2000","31.375126548745033","52","100","100","51.48514851485149","1190","100"
"317","35","3","3","30","50","70","50","50","50","2000","56.11852499946074","74","66.66666666666666","50","64.91228070175438","761","100"
"319","45","3","3","30","50","70","50","50","50","2000","59.474838429381805","69","100","83.33333333333333","62.16216216216216","1025","100"
"315","100","3","3","30","50","70","50","50","50","2000","100","130","100","71.16788321167883","100","824","100"
"318","40","3","3","30","50","70","50","50","50","2000","53.802537001263765","67","100","50","56.30252100840336","755","100"
"321","55","3","3","30","50","70","50","50","50","2000","64.85150504571111","83","100","66.66666666666667","69.74789915966386","1239","100"
"320","50","3","3","30","50","70","50","50","50","2000","56.042352357084205","85","100","50","73.27586206896551","1159","100"
"322","60","3","3","30","50","70","50","50","50","2000","66.98481917281313","74","100","66.66666666666667","69.81132075471697","999","100"
"325","75","3","3","30","50","70","50","50","50","2000","93.30960167767614","99","100","87.74509803921569","83.89830508474576","976","100"
"324","70","3","3","30","50","70","50","50","50","2000","80.70389883691841","98","100","90.81726353302854","82.35294117647058","919","100"
"323","65","3","3","30","50","70","50","50","50","2000","75.43357405025985","110","100","83.33333333333333","80.88235294117648","553","100"
"326","80","3","3","30","50","70","50","50","50","2000","92.13592641590934","101","100","83.33333333333333","86.32478632478633","974","100"
"328","90","3","3","30","50","70","50","50","50","2000","93.67830580540515","119","100","90.26895902333332","91.53846153846153","753","100"
"329","95","3","3","30","50","70","50","50","50","2000","98.38740793437108","112","83.33333333333334","50","98.24561403508771","1021","100"
"327","85","3","3","30","50","70","50","50","50","2000","98.40391442938574","96","100","100","88.88888888888889","1347","100"
"330","100","3","3","30","50","70","50","50","50","2000","100","108","100","83.33333333333333","100","988","100"
"331","30","3","3","30","50","70","50","50","50","2000","36.72774001830341","70","83.33333333333334","83.33333333333333","65.42056074766354","1030","100"
"333","40","3","3","30","50","70","50","50","50","2000","55.27649587060295","77","100","100","64.70588235294117","1000","100"
"334","45","3","3","30","50","70","50","50","50","2000","49.09859830867196","88","100","66.66666666666667","69.29133858267717","1052","100"
"332","35","3","3","30","50","70","50","50","50","2000","52.124202987355055","70","100","66.66666666666667","60.86956521739131","824","100"
"335","50","3","3","30","50","70","50","50","50","2000","63.0721572244863","77","100","71.59712215577396","66.95652173913044","1474","100"
"336","55","3","3","30","50","70","50","50","50","2000","60.212703295274345","81","100","83.33333333333333","72.97297297297297","843","100"
"337","60","3","3","30","50","70","50","50","50","2000","75.31424945052004","92","100","66.66666666666667","76.66666666666667","1169","100"
"338","65","3","3","30","50","70","50","50","50","2000","75.69783073751135","101","100","49.31093884582257","80.80000000000001","602","100"
"339","70","3","3","30","50","70","50","50","50","2000","86.30469124421889","101","100","100","87.06896551724138","875","100"
"340","75","3","3","30","50","70","50","50","50","2000","89.82089814383325","117","100","64.81481481481482","89.31297709923665","989","100"
"341","80","3","3","30","50","70","50","50","50","2000","93.36277852801477","109","100","96.42857142857143","87.2","835","100"
"343","90","3","3","30","50","70","50","50","50","2000","96.73676280427658","101","83.33333333333334","71.9866144003047","97.11538461538461","680","100"
"344","95","3","3","30","50","70","50","50","50","2000","97.74695556695396","96","100","66.66666666666667","96","1187","100"
"342","85","3","3","30","50","70","50","50","50","2000","95.79427791263943","123","100","90.25340782024223","96.8503937007874","831","100"
"346","30","3","3","30","50","70","50","50","50","2000","34.50559745488027","65","100","50","58.55855855855856","775","100"
"345","100","3","3","30","50","70","50","50","50","2000","100","118","100","59.035182310403805","100","987","100"
"347","35","3","3","30","50","70","50","50","50","2000","60.27334620891543","69","83.33333333333334","50","62.727272727272734","1068","100"
"348","40","3","3","30","50","70","50","50","50","2000","43.71583125452245","80","100","100","65.04065040650406","420","100"
"349","45","3","3","30","50","70","50","50","50","2000","54.72103713043896","79","100","66.66666666666667","68.10344827586206","1736","100"
"351","55","3","3","30","50","70","50","50","50","2000","56.51862094724277","97","100","83.33333333333333","76.98412698412699","1157","100"
"352","60","3","3","30","50","70","50","50","50","2000","73.25696727257899","89","100","74.29934180543482","79.46428571428571","837","100"
"350","50","3","3","30","50","70","50","50","50","2000","73.58719402901535","73","100","66.66666666666667","66.97247706422019","1145","100"
"353","65","3","3","30","50","70","50","50","50","2000","84.95799211376122","87","100","66.66666666666667","79.81651376146789","1013","100"
"354","70","3","3","30","50","70","50","50","50","2000","89.6804223933538","90","100","66.66666666666667","81.81818181818183","1236","100"
"355","75","3","3","30","50","70","50","50","50","2000","93.68221396878221","94","100","83.33333333333333","84.68468468468468","1241","100"
"356","80","3","3","30","50","70","50","50","50","2000","95.3848183829187","90","100","83.33333333333333","87.37864077669903","1552","100"
"357","85","3","3","30","50","70","50","50","50","2000","92.41917036911548","110","100","100","94.82758620689656","561","100"
"358","90","3","3","30","50","70","50","50","50","2000","96.61724285557132","103","100","66.66666666666667","97.16981132075472","891","100"
"360","100","3","3","30","50","70","50","50","50","2000","100","121","100","83.33333333333333","100","902","100"
"362","35","3","3","30","50","70","50","50","50","2000","46.95063787589053","99","100","52.77777777777778","70.71428571428572","1073","100"
"361","30","3","3","30","50","70","50","50","50","2000","39.29333725103577","62","100","83.33333333333333","56.36363636363636","983","100"
"359","95","3","3","30","50","70","50","50","50","2000","97.54368262387702","127","100","76.84817400497641","95.48872180451127","951","100"
"363","40","3","3","30","50","70","50","50","50","2000","49.434481943024934","86","100","83.33333333333333","68.25396825396825","714","100"
"365","50","3","3","30","50","70","50","50","50","2000","59.71569857138866","87","100","55.25091518920127","67.44186046511628","781","100"
"364","45","3","3","30","50","70","50","50","50","2000","55.51189238265474","70","100","83.33333333333333","65.42056074766354","982","100"
"367","60","3","3","30","50","70","50","50","50","2000","73.7571322978758","90","100","84.91704374057316","75","1083","100"
"366","55","3","3","30","50","70","50","50","50","2000","57.12699410885619","111","100","76.73164902450816","79.28571428571428","841","100"
"368","65","3","3","30","50","70","50","50","50","2000","74.729251684875","99","100","73.5867446393762","78.57142857142857","1130","100"
"369","70","3","3","30","50","70","50","50","50","2000","90.57059610741295","83","100","66.66666666666667","76.14678899082568","1152","100"
"371","80","3","3","30","50","70","50","50","50","2000","85.6349174395566","106","100","83.33333333333333","86.88524590163934","877","100"
"372","85","3","3","30","50","70","50","50","50","2000","90.21039722899356","122","100","55.34172157299972","89.70588235294117","674","100"
"370","75","3","3","30","50","70","50","50","50","2000","79.13600488585689","88","100","66.66666666666667","77.19298245614034","1134","100"
"373","90","3","3","30","50","70","50","50","50","2000","97.70484285632388","124","100","68.31831831831833","96.12403100775194","531","100"
"374","95","3","3","30","50","70","50","50","50","2000","98.04819087673889","126","100","71.5962441314554","97.67441860465115","1001","100"
"376","30","3","3","30","50","70","50","50","50","2000","41.315020474714366","76","100","83.33333333333333","61.29032258064516","1273","100"
"375","100","3","3","30","50","70","50","50","50","2000","100","128","100","78.16780821089911","100","1247","100"
"380","50","3","3","30","50","70","50","50","50","2000","53.6557934411011","87","100","71.51297900168383","74.35897435897436","776","100"
"377","35","3","3","30","50","70","50","50","50","2000","47.65879915725082","78","100","66.66666666666667","67.24137931034483","754","100"
"378","40","3","3","30","50","70","50","50","50","2000","44.65678942375342","79","100","83.33333333333333","66.94915254237289","1323","100"
"381","55","3","3","30","50","70","50","50","50","2000","68.30225570145721","83","100","68.71345029239767","74.77477477477478","743","100"
"379","45","3","3","30","50","70","50","50","50","2000","59.02592900279587","82","100","83.33333333333333","67.76859504132231","1254","100"
"382","60","3","3","30","50","70","50","50","50","2000","76.32009872577613","97","100","83.33333333333333","78.2258064516129","803","100"
"384","70","3","3","30","50","70","50","50","50","2000","78.47040043922419","102","100","90.80825318828822","82.25806451612904","841","100"
"383","65","3","3","30","50","70","50","50","50","2000","84.86865744752585","92","100","83.33333333333333","80.7017543859649","1072","100"
"385","75","3","3","30","50","70","50","50","50","2000","95.00571214321724","110","100","74.54755568002122","90.9090909090909","1565","100"
"386","80","3","3","30","50","70","50","50","50","2000","93.82441021221594","97","100","50","85.08771929824562","1378","100"
"390","100","3","3","30","50","70","50","50","50","2000","100","115","100","100","100","1196","100"
"388","90","3","3","30","50","70","50","50","50","2000","97.81880975059117","119","100","70.80200501253132","95.96774193548387","1362","100"
"391","30","3","3","30","50","70","50","50","50","2000","47.72164549291819","58","100","83.33333333333333","60.416666666666664","1128","100"
"387","85","3","3","30","50","70","50","50","50","2000","88.91110235732185","118","100","70.56194125159642","93.65079365079364","796","100"
"393","40","3","3","30","50","70","50","50","50","2000","49.345909772030616","79","100","55.555555555555564","71.17117117117117","1145","100"
"392","35","3","3","30","50","70","50","50","50","2000","38.364407851403094","70","100","83.33333333333333","61.94690265486725","1127","100"
"394","45","3","3","30","50","70","50","50","50","2000","58.15835898596102","77","100","66.66666666666667","74.03846153846155","1139","100"
"389","95","3","3","30","50","70","50","50","50","2000","99.77160059651168","115","100","66.66666666666667","98.29059829059828","955","100"
"395","50","3","3","30","50","70","50","50","50","2000","75.14340848546964","80","100","61.96581196581197","68.96551724137932","1155","100"
"396","55","3","3","30","50","70","50","50","50","2000","63.39617755961075","104","100","73.23232323232325","77.61194029850746","1084","100"
"398","65","3","3","30","50","70","50","50","50","2000","81.28370978514074","105","100","66.66666666666667","80.76923076923077","1164","100"
"397","60","3","3","30","50","70","50","50","50","2000","71.33434157689958","105","100","62.39057407679385","86.0655737704918","683","100"
"399","70","3","3","30","50","70","50","50","50","2000","79.92809349200282","103","100","83.33333333333333","88.03418803418803","971","100"
"400","75","3","3","30","50","70","50","50","50","2000","82.54460589114449","117","100","74.59564091878042","87.96992481203007","874","100"
"402","85","3","3","30","50","70","50","50","50","2000","92.39928217609513","133","100","66.66666666666667","91.0958904109589","952","100"
"401","80","3","3","30","50","70","50","50","50","2000","97.3937604174039","97","100","66.66666666666667","80.16528925619835","910","100"
"403","90","3","3","30","50","70","50","50","50","2000","99.18347348665979","113","100","66.66666666666667","93.38842975206612","1433","100"
"404","95","3","3","30","50","70","50","50","50","2000","99.63290899148535","104","100","100","97.19626168224299","1310","100"
"405","100","3","3","30","50","70","50","50","50","2000","100","131","100","52.93699464175512","100","538","100"
"406","30","3","3","30","50","70","50","50","50","2000","43.231320879433724","62","100","83.33333333333333","63.26530612244898","1169","100"
"408","40","3","3","30","50","70","50","50","50","2000","52.19480993537267","89","100","86.55914194432114","73.55371900826447","991","100"
"409","45","3","3","30","50","70","50","50","50","2000","59.791508138373125","88","100","75.92722597772182","72.72727272727273","1074","100"
"407","35","3","3","30","50","70","50","50","50","2000","38.352044253916155","87","100","72.24164070538949","67.96875","684","100"
"410","50","3","3","30","50","70","50","50","50","2000","62.364461386951724","82","100","100","70.08547008547008","1205","100"
"411","55","3","3","30","50","70","50","50","50","2000","65.10082483336224","103","100","59.17874396135266","79.84496124031007","1400","100"
"412","60","3","3","30","50","70","50","50","50","2000","88.46619065233831","91","100","88.85172798216276","74.59016393442623","804","100"
"413","65","3","3","30","50","70","50","50","50","2000","73.9854868308974","73","100","83.33333333333333","73","900","100"
"414","70","3","3","30","50","70","50","50","50","2000","77.69516663392541","96","100","50","78.68852459016394","910","100"
"415","75","3","3","30","50","70","50","50","50","2000","88.29379558002535","99","100","83.33333333333333","86.8421052631579","925","100"
"416","80","3","3","30","50","70","50","50","50","2000","85.64133734640059","112","100","55.301221945905155","91.05691056910568","930","100"
"417","85","3","3","30","50","70","50","50","50","2000","98.32133923632121","97","100","66.66666666666667","90.65420560747664","1288","100"
"418","90","3","3","30","50","70","50","50","50","2000","98.9148297229009","111","100","66.66666666666667","92.5","1157","100"
"419","95","3","3","30","50","70","50","50","50","2000","97.77018089930681","106","100","83.33333333333333","98.14814814814815","1155","100"
"421","30","3","3","30","50","70","50","50","50","2000","31.079588961923434","94","100","72.67301502145922","69.11764705882352","550","100"
"422","35","3","3","30","50","70","50","50","50","2000","39.402002465817986","75","83.33333333333334","82.36331558657116","67.56756756756756","950","100"
"423","40","3","3","30","50","70","50","50","50","2000","48.849511585266974","84","100","52.54237288135593","66.66666666666666","685","100"
"424","45","3","3","30","50","70","50","50","50","2000","48.39555588664627","72","100","83.33333333333333","66.66666666666666","1345","100"
"420","100","3","3","30","50","70","50","50","50","2000","100","122","100","64.19975727463247","100","658","100"
"425","50","3","3","30","50","70","50","50","50","2000","65.21365082868617","87","83.33333333333334","74.25710621382305","76.31578947368422","1006","66.66666666666666"
"427","60","3","3","30","50","70","50","50","50","2000","61.41901719012222","84","100","83.33333333333333","77.77777777777779","655","100"
"428","65","3","3","30","50","70","50","50","50","2000","81.47292062577208","79","83.33333333333334","100","70.53571428571429","1161","100"
"426","55","3","3","30","50","70","50","50","50","2000","71.99217190542603","76","100","83.33333333333333","69.72477064220183","1460","100"
"430","75","3","3","30","50","70","50","50","50","2000","94.6101605684945","101","100","83.33333333333333","86.32478632478633","1466","100"
"431","80","3","3","30","50","70","50","50","50","2000","88.50946978842937","105","100","72.67759562840831","89.74358974358975","1213","100"
"429","70","3","3","30","50","70","50","50","50","2000","94.42180221063303","105","100","56.31469979296107","85.36585365853658","698","100"
"433","90","3","3","30","50","70","50","50","50","2000","98.32275833936636","114","100","70.8955223880597","95.7983193277311","1349","100"
"432","85","3","3","30","50","70","50","50","50","2000","95.91427137603556","107","100","74.17983741079463","92.24137931034483","898","100"
"434","95","3","3","30","50","70","50","50","50","2000","99.59120390464155","116","100","73.91287135586937","100","995","100"
"435","100","3","3","30","50","70","50","50","50","2000","100","144","100","66.43992909379831","100","447","100"
"436","30","3","3","30","50","70","50","50","50","2000","36.36059476362873","69","100","88.50548645914033","61.60714285714286","1008","100"
"437","35","3","3","30","50","70","50","50","50","2000","48.63168567685574","103","100","60.1421324543563","73.04964539007092","669","100"
"439","45","3","3","30","50","70","50","50","50","2000","49.32379112973288","74","100","57.35063644031328","67.88990825688074","1002","100"
"438","40","3","3","30","50","70","50","50","50","2000","53.02309343764813","67","100","66.66666666666667","63.20754716981132","1384","100"
"442","60","3","3","30","50","70","50","50","50","2000","88.88151987195268","92","100","83.33333333333333","79.3103448275862","868","100"
"440","50","3","3","30","50","70","50","50","50","2000","55.58112099942013","66","100","100","59.45945945945946","867","100"
"441","55","3","3","30","50","70","50","50","50","2000","66.87200817291948","104","83.33333333333334","69.672131147541","76.47058823529412","419","100"
"443","65","3","3","30","50","70","50","50","50","2000","86.00670692616683","85","100","54.36654366543666","75.89285714285714","1104","100"
"444","70","3","3","30","50","70","50","50","50","2000","90.25971069426623","117","100","100","90","1149","100"
"445","75","3","3","30","50","70","50","50","50","2000","92.38499116408796","118","100","62.49999999843036","91.47286821705426","547","100"
"446","80","3","3","30","50","70","50","50","50","2000","89.0842664213995","106","100","58.01345194533871","91.37931034482759","1011","100"
"447","85","3","3","30","50","70","50","50","50","2000","94.36306193442446","100","100","87.96630565244199","90.9090909090909","1213","100"
"448","90","3","3","30","50","70","50","50","50","2000","96.89048381563923","122","100","73.17638649237809","94.57364341085271","891","100"
"451","30","3","3","30","50","70","50","50","50","2000","35.39977205473452","72","66.66666666666666","83.33333333333333","62.60869565217392","838","66.66666666666666"
"450","100","3","3","30","50","70","50","50","50","2000","100","107","100","66.66666666666667","100","1165","100"
"449","95","3","3","30","50","70","50","50","50","2000","98.1434432503894","113","100","83.33333333333333","96.58119658119658","1177","100"
"452","35","3","3","30","50","70","50","50","50","2000","53.05008649383529","62","50","83.33333333333333","63.91752577319587","1139","100"
"455","50","3","3","30","50","70","50","50","50","2000","78.4012721491941","93","100","81.06060606060606","73.80952380952381","1052","100"
"453","40","3","3","30","50","70","50","50","50","2000","43.89252005056185","80","100","66.66666666666667","70.17543859649122","1204","100"
"454","45","3","3","30","50","70","50","50","50","2000","58.07759815885472","93","100","70.8146600877193","73.22834645669292","747","100"
"456","55","3","3","30","50","70","50","50","50","2000","69.04557013673747","71","100","50","65.74074074074075","950","100"
"457","60","3","3","30","50","70","50","50","50","2000","68.63843973924675","99","100","66.66666666666667","75","1122","100"
"458","65","3","3","30","50","70","50","50","50","2000","81.61549856238793","90","100","73.99847336506026","74.3801652892562","800","100"
"460","75","3","3","30","50","70","50","50","50","2000","81.90641638375843","103","100","47.30772745061547","85.83333333333333","759","100"
"459","70","3","3","30","50","70","50","50","50","2000","74.65342043000119","109","100","71.52414552195307","87.2","1170","100"
"461","80","3","3","30","50","70","50","50","50","2000","86.0981223643599","108","100","64.81481433333333","88.52459016393442","1050","100"
"462","85","3","3","30","50","70","50","50","50","2000","92.88499159698381","106","83.33333333333334","74.67619809855468","91.37931034482759","1080","100"
"465","100","3","3","30","50","70","50","50","50","2000","100","135","100","73.07692800352442","100","762","100"
"464","95","3","3","30","50","70","50","50","50","2000","98.81303313539576","110","100","64.39393939393939","99.09909909909909","1500","100"
"463","90","3","3","30","50","70","50","50","50","2000","98.65275039149704","110","100","83.33333333333333","97.34513274336283","901","100"
"466","30","3","3","30","50","70","50","50","50","2000","40.14129967348225","75","100","50.641025641025635","62.5","1152","100"
"467","35","3","3","30","50","70","50","50","50","2000","45.45968577600494","53","100","66.66666666666667","57.608695652173914","1122","100"
"468","40","3","3","30","50","70","50","50","50","2000","48.33428674414324","94","100","66.66666666666667","74.01574803149606","1292","100"
"472","60","3","3","30","50","70","50","50","50","2000","71.87771003199317","105","100","61.080784416203755","82.03125","960","100"
"473","65","3","3","30","50","70","50","50","50","2000","85.99240015299205","99","100","66.66666666666667","80.48780487804879","810","100"
