"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"C:\Users\rkall\OneDrive\Documents\Personal\HRI Paper\Original\Trustv5.nlogo"
"Sweep_Reliability_x_Transparency"
"02/22/2026 23:56:19:480 -0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","robot-reliability","robot-transparency","num-humans","num-robots","initial-tasks","initial-trust","robot-autonomy","robot-comm-frequency","collaboration-rate","[step]","average-trust","total-tasks-completed","team-efficiency","get-average-stress","get-task-success-rate","communication-events","get-robot-utilization"
"240","100","50","3","3","30","50","70","50","50","2000","100","112","100","100","100","1596","100"
"239","85","50","3","3","30","50","70","50","50","2000","99.50584072577192","95","100","66.66666666666667","94.05940594059405","1535","100"
"242","55","70","3","3","30","50","70","50","50","2000","66.52009961655317","102","100","91.13474098188915","82.92682926829268","1048","100"
"241","40","70","3","3","30","50","70","50","50","2000","62.520947718948456","63","100","66.66666666666667","59.43396226415094","1528","100"
"244","85","70","3","3","30","50","70","50","50","2000","95.03352066168043","109","100","55.17241379310345","96.46017699115043","915","100"
"243","70","70","3","3","30","50","70","50","50","2000","81.53945831293305","97","100","71.27152941178869","85.84070796460178","1184","100"
"246","40","90","3","3","30","50","70","50","50","2000","88.96531166466984","89","100","50","67.42424242424242","1343","100"
"245","100","70","3","3","30","50","70","50","50","2000","100","115","100","100","100","1212","100"
"247","55","90","3","3","30","50","70","50","50","2000","79.02848488139195","94","100","54.676258992805764","75.80645161290323","977","100"
"248","70","90","3","3","30","50","70","50","50","2000","82.96689744430745","103","100","83.4983498349835","78.62595419847328","1077","100"
"249","85","90","3","3","30","50","70","50","50","2000","88.2411404561985","98","100","66.66666666666667","93.33333333333333","1036","100"
"251","40","10","3","3","30","50","70","50","50","2000","37.776158513203875","69","100","90.44890162368672","57.49999999999999","1256","100"
"252","55","10","3","3","30","50","70","50","50","2000","52.804068147509916","107","100","74.39118869488188","81.06060606060606","1280","100"
"250","100","90","3","3","30","50","70","50","50","2000","100","112","100","83.33333333333333","100","1280","100"
"253","70","10","3","3","30","50","70","50","50","2000","66.48850578898602","99","100","54.75059725562313","81.81818181818183","900","100"
"255","100","10","3","3","30","50","70","50","50","2000","100","117","100","73.83184301665443","100","1074","100"
"256","40","30","3","3","30","50","70","50","50","2000","42.66997498848335","71","100","66.66666666666667","63.96396396396396","930","100"
"257","55","30","3","3","30","50","70","50","50","2000","51.7422050256997","97","100","90.68901305641653","76.37795275590551","1170","100"
"258","70","30","3","3","30","50","70","50","50","2000","79.2727540639479","81","100","66.66666666666667","83.50515463917526","1271","100"
"254","85","10","3","3","30","50","70","50","50","2000","88.25909630386803","116","100","66.66666666666667","92.06349206349206","669","100"
"259","85","30","3","3","30","50","70","50","50","2000","93.20760975491096","115","100","66.66666666666667","90.5511811023622","810","100"
"260","100","30","3","3","30","50","70","50","50","2000","100","128","100","55.77342047930282","100","581","100"
"262","55","50","3","3","30","50","70","50","50","2000","73.86643047985145","78","100","100","68.42105263157895","970","100"
"261","40","50","3","3","30","50","70","50","50","2000","72.6786384330761","58","83.33333333333334","50","57.99999999999999","1227","100"
"263","70","50","3","3","30","50","70","50","50","2000","82.86433619360263","95","100","66.66666666666667","80.50847457627118","1249","100"
"264","85","50","3","3","30","50","70","50","50","2000","96.1161204511712","116","100","55.51838935756869","90.625","1309","100"
"265","100","50","3","3","30","50","70","50","50","2000","100","141","100","39.40523669152072","100","375","100"
"266","40","70","3","3","30","50","70","50","50","2000","51.05653658046844","81","100","77.77135647259847","68.64406779661016","1370","100"
"267","55","70","3","3","30","50","70","50","50","2000","77.94463557218839","91","100","66.66666666666667","74.59016393442623","991","100"
"268","70","70","3","3","30","50","70","50","50","2000","90.59912563677274","83","100","50","81.37254901960785","1155","100"
"269","85","70","3","3","30","50","70","50","50","2000","93.91804786106256","108","100","66.66666666666667","90.75630252100841","1354","100"
"271","40","90","3","3","30","50","70","50","50","2000","81.60440417359543","59","100","83.33333333333333","65.55555555555556","1166","100"
"270","100","70","3","3","30","50","70","50","50","2000","100","109","100","50","100","1004","100"
"274","85","90","3","3","30","50","70","50","50","2000","94.07965629047658","107","83.33333333333334","70.31250007758584","90.67796610169492","968","66.66666666666666"
"272","55","90","3","3","30","50","70","50","50","2000","76.16287046164742","92","100","77.51232829302144","80","1025","100"
"273","70","90","3","3","30","50","70","50","50","2000","84.63623367778291","88","100","100","77.87610619469027","1356","100"
"275","100","90","3","3","30","50","70","50","50","2000","100","130","100","83.33333333333333","100","1367","100"
"276","40","10","3","3","30","50","70","50","50","2000","37.90158921650471","59","100","83.33333333333333","53.153153153153156","1263","100"
"277","55","10","3","3","30","50","70","50","50","2000","52.51664414363736","119","100","60.341359021075455","81.5068493150685","663","100"
"280","100","10","3","3","30","50","70","50","50","2000","100","103","100","83.33333333333333","100","1345","100"
"278","70","10","3","3","30","50","70","50","50","2000","70.81019966898437","111","100","83.33333333333333","83.45864661654136","1548","100"
"279","85","10","3","3","30","50","70","50","50","2000","88.84205529241324","88","100","50","87.12871287128714","951","100"
"283","70","30","3","3","30","50","70","50","50","2000","81.67340647363295","94","100","90.81726354458912","78.33333333333333","945","100"
"284","85","30","3","3","30","50","70","50","50","2000","89.95956168758113","121","100","83.33333333333333","88.97058823529412","903","100"
"281","40","30","3","3","30","50","70","50","50","2000","49.677692104032296","71","100","50","65.13761467889908","1066","100"
"285","100","30","3","3","30","50","70","50","50","2000","100","118","100","83.33333333333333","100","1067","100"
"286","40","50","3","3","30","50","70","50","50","2000","37.9971211959398","89","100","58.09298386057389","65.92592592592592","613","100"
"282","55","30","3","3","30","50","70","50","50","2000","59.98039291138408","80","83.33333333333334","66.66666666666667","76.92307692307693","615","100"
"289","85","50","3","3","30","50","70","50","50","2000","96.45709220574145","87","100","83.33333333333333","89.69072164948454","1317","100"
"287","55","50","3","3","30","50","70","50","50","2000","59.557289570401586","75","100","50","69.44444444444444","1213","100"
"288","70","50","3","3","30","50","70","50","50","2000","84.50355509110432","80","100","66.66666666666667","78.43137254901961","1052","100"
"290","100","50","3","3","30","50","70","50","50","2000","100","114","100","50","100","1136","100"
"292","55","70","3","3","30","50","70","50","50","2000","70.20861826007554","107","100","55.92625629374476","82.3076923076923","698","100"
"291","40","70","3","3","30","50","70","50","50","2000","51.12289107264894","70","100","73.59707271986004","63.06306306306306","1622","100"
"293","70","70","3","3","30","50","70","50","50","2000","89.49037900485261","80","100","50","85.1063829787234","1197","100"
"295","100","70","3","3","30","50","70","50","50","2000","100","120","100","66.66666666666667","100","1257","100"
"294","85","70","3","3","30","50","70","50","50","2000","94.25300167106037","112","100","66.66666666666667","91.80327868852459","606","100"
"297","55","90","3","3","30","50","70","50","50","2000","88.07498915181931","79","100","66.66666666666667","71.17117117117117","1325","100"
"296","40","90","3","3","30","50","70","50","50","2000","53.62307340932552","79","100","83.33333333333333","73.83177570093457","1335","100"
"299","85","90","3","3","30","50","70","50","50","2000","90.44844414350639","126","100","62.484632579871835","89.36170212765957","437","100"
"298","70","90","3","3","30","50","70","50","50","2000","87.68051767039502","95","100","53.439153439153436","85.58558558558559","1004","100"
"300","100","90","3","3","30","50","70","50","50","2000","100","123","100","63.62303751459331","100","696","100"
"301","40","10","3","3","30","50","70","50","50","2000","38.93945713313932","78","100","74.25067529085895","64.46280991735537","566","100"
"302","55","10","3","3","30","50","70","50","50","2000","54.9634305145598","85","100","83.33333333333333","72.03389830508475","937","100"
"303","70","10","3","3","30","50","70","50","50","2000","71.88769030082285","80","100","66.66666666666667","74.76635514018692","1214","100"
"304","85","10","3","3","30","50","70","50","50","2000","85.43138677731459","123","100","87.08010335917312","94.61538461538461","1265","100"
"305","100","10","3","3","30","50","70","50","50","2000","100","111","100","66.66666666666667","100","1363","100"
"307","55","30","3","3","30","50","70","50","50","2000","60.52895306413069","90","100","83.33333333333333","72.58064516129032","1313","100"
"306","40","30","3","3","30","50","70","50","50","2000","43.275701659849794","84","100","83.33333333333333","71.7948717948718","758","100"
"309","85","30","3","3","30","50","70","50","50","2000","90.17777090383377","107","100","53.54330542794619","89.16666666666667","1095","100"
"308","70","30","3","3","30","50","70","50","50","2000","74.9406438957902","119","100","67.33097810943087","86.86131386861314","715","100"
"310","100","30","3","3","30","50","70","50","50","2000","100","103","100","83.33333333333333","100","1226","100"
"311","40","50","3","3","30","50","70","50","50","2000","61.64235952997736","75","83.33333333333334","72.01430513541665","65.78947368421053","1147","100"
"312","55","50","3","3","30","50","70","50","50","2000","64.34080898951201","83","66.66666666666666","100","74.77477477477478","1007","66.66666666666666"
"313","70","50","3","3","30","50","70","50","50","2000","94.48353790694166","108","100","66.66666666666667","89.25619834710744","1298","100"
"314","85","50","3","3","30","50","70","50","50","2000","96.47759409878479","94","100","100","94","1576","100"
"316","40","70","3","3","30","50","70","50","50","2000","62.03415859202147","78","100","71.99546485260771","67.24137931034483","1082","100"
"315","100","50","3","3","30","50","70","50","50","2000","100","128","100","77.8901316458183","100","773","100"
"317","55","70","3","3","30","50","70","50","50","2000","69.43022284166729","93","100","66.66666666666667","78.8135593220339","1134","100"
"318","70","70","3","3","30","50","70","50","50","2000","84.67078051824139","101","100","83.33333333333333","87.06896551724138","495","100"
"320","100","70","3","3","30","50","70","50","50","2000","100","121","100","55.40540541178688","100","1141","100"
"319","85","70","3","3","30","50","70","50","50","2000","95.98060776805869","102","100","66.66666666666667","91.07142857142857","1117","100"
"322","55","90","3","3","30","50","70","50","50","2000","74.87323519611353","85","100","83.4983498349835","69.67213114754098","841","100"
"323","70","90","3","3","30","50","70","50","50","2000","78.4135272303567","94","66.66666666666666","83.33333333333333","77.04918032786885","1299","100"
"321","40","90","3","3","30","50","70","50","50","2000","70.84098189225932","81","100","74.65446649101796","62.7906976744186","899","100"
"324","85","90","3","3","30","50","70","50","50","2000","93.62860809270278","112","100","71.75925925925925","91.80327868852459","1037","100"
"325","100","90","3","3","30","50","70","50","50","2000","100","129","100","70.80200501253132","100","918","100"
"328","70","10","3","3","30","50","70","50","50","2000","73.1383470646994","97","100","66.66666666666667","80.16528925619835","948","100"
"326","40","10","3","3","30","50","70","50","50","2000","36.3002683512371","67","100","100","59.29203539823009","1056","100"
"327","55","10","3","3","30","50","70","50","50","2000","54.76114045430558","86","100","72.2958062720809","78.18181818181819","1163","100"
"329","85","10","3","3","30","50","70","50","50","2000","88.97973171047393","128","100","50.79365079365079","96.96969696969697","742","100"
"330","100","10","3","3","30","50","70","50","50","2000","100","136","100","78.98695883883704","100","746","100"
"331","40","30","3","3","30","50","70","50","50","2000","44.00940177852854","79","100","58.02100123064213","68.69565217391305","1048","100"
"334","85","30","3","3","30","50","70","50","50","2000","99.15737901896283","96","100","83.33333333333333","88.88888888888889","953","100"
"332","55","30","3","3","30","50","70","50","50","2000","59.695310827567425","103","100","51.37614678899083","80.46875","1328","100"
"336","40","50","3","3","30","50","70","50","50","2000","69.0871932116259","53","100","83.33333333333333","52.475247524752476","1246","100"
"337","55","50","3","3","30","50","70","50","50","2000","67.80098227257197","76","100","66.66666666666667","68.46846846846847","1410","100"
"333","70","30","3","3","30","50","70","50","50","2000","77.72569917470634","105","100","87.8345498783455","83.33333333333334","594","100"
"335","100","30","3","3","30","50","70","50","50","2000","100","108","100","50","100","940","100"
"338","70","50","3","3","30","50","70","50","50","2000","90.89421915053781","95","66.66666666666666","66.66666666666667","78.51239669421489","1458","100"
"339","85","50","3","3","30","50","70","50","50","2000","98.77594591931927","105","100","57.015083130361596","89.74358974358975","1289","100"
"341","40","70","3","3","30","50","70","50","50","2000","51.41527562432992","78","100","44.17249417249417","62.4","737","100"
"342","55","70","3","3","30","50","70","50","50","2000","64.72373833282064","93","100","90.16487623564649","78.8135593220339","1031","100"
"340","100","50","3","3","30","50","70","50","50","2000","100","119","100","66.66666666666667","100","971","100"
"343","70","70","3","3","30","50","70","50","50","2000","91.21554667256846","107","100","100","88.42975206611571","526","100"
"345","100","70","3","3","30","50","70","50","50","2000","100","123","100","83.33333333333333","100","1186","100"
"344","85","70","3","3","30","50","70","50","50","2000","94.75002003715498","107","100","66.66666666666667","85.6","1450","100"
"346","40","90","3","3","30","50","70","50","50","2000","51.30257306126814","74","100","83.33333333333333","61.15702479338842","952","100"
"348","70","90","3","3","30","50","70","50","50","2000","95.15272418665984","99","100","83.33333333333333","84.61538461538461","839","100"
"349","85","90","3","3","30","50","70","50","50","2000","99.84999999999998","121","66.66666666666666","66.66666666666667","91.66666666666666","751","66.66666666666666"
"351","40","10","3","3","30","50","70","50","50","2000","35.98902382776999","92","100","83.33333333333333","70.76923076923077","805","100"
"347","55","90","3","3","30","50","70","50","50","2000","88.25438941897151","83","100","100","72.80701754385966","1294","100"
"350","100","90","3","3","30","50","70","50","50","2000","100","140","100","70.00000000000023","100","746","100"
"352","55","10","3","3","30","50","70","50","50","2000","54.689402366911594","98","100","57.30757506146491","79.03225806451613","770","100"
"353","70","10","3","3","30","50","70","50","50","2000","70.83149701575367","108","100","67.61006251957514","78.26086956521739","521","100"
"354","85","10","3","3","30","50","70","50","50","2000","90.2281299692094","96","100","88.50574712643679","88.07339449541286","1095","100"
"356","40","30","3","3","30","50","70","50","50","2000","45.05996561972987","81","100","73.40788766360352","67.5","618","100"
"355","100","10","3","3","30","50","70","50","50","2000","100","119","100","66.91297208538587","100","743","100"
"357","55","30","3","3","30","50","70","50","50","2000","59.089784640944764","106","100","78.03665273020181","78.51851851851852","467","100"
"360","100","30","3","3","30","50","70","50","50","2000","100","112","100","83.33333333333333","100","1333","100"
"358","70","30","3","3","30","50","70","50","50","2000","74.70717882717108","93","100","83.33333333333333","82.30088495575221","1032","100"
"359","85","30","3","3","30","50","70","50","50","2000","97.69117487796234","97","100","83.33333333333333","85.84070796460178","864","100"
"361","40","50","3","3","30","50","70","50","50","2000","49.18129287457725","79","100","66.66666666666667","68.10344827586206","936","100"
"362","55","50","3","3","30","50","70","50","50","2000","64.2130057023705","77","100","50","70","803","100"
"363","70","50","3","3","30","50","70","50","50","2000","81.10538322672143","119","100","71.47097202362806","85.61151079136691","962","100"
"365","100","50","3","3","30","50","70","50","50","2000","100","97","100","83.33333333333333","100","1308","100"
"366","40","70","3","3","30","50","70","50","50","2000","52.287430468256765","70","100","66.66666666666667","66.0377358490566","1303","100"
"367","55","70","3","3","30","50","70","50","50","2000","77.54737719631572","87","100","66.66666666666667","78.37837837837837","824","100"
"364","85","50","3","3","30","50","70","50","50","2000","99.50489005432671","112","100","66.66666666666667","91.05691056910568","767","100"
"369","85","70","3","3","30","50","70","50","50","2000","92.49316383403362","97","100","83.33333333333333","91.50943396226415","1542","100"
"368","70","70","3","3","30","50","70","50","50","2000","91.1541584461391","100","100","83.33333333333333","84.03361344537815","1111","100"
"372","55","90","3","3","30","50","70","50","50","2000","94.74363156608653","99","100","44.14414414414414","80.48780487804879","1423","100"
"371","40","90","3","3","30","50","70","50","50","2000","77.50936249092332","76","100","83.33333333333333","67.85714285714286","998","100"
"373","70","90","3","3","30","50","70","50","50","2000","90.37290489186182","105","100","68.54054326887605","82.03125","1224","100"
"370","100","70","3","3","30","50","70","50","50","2000","100","119","100","83.33333333333333","100","1117","100"
"374","85","90","3","3","30","50","70","50","50","2000","94.59420073929407","100","100","100","93.45794392523365","949","100"
"375","100","90","3","3","30","50","70","50","50","2000","100","111","100","66.66666666666667","100","1171","100"
"377","55","10","3","3","30","50","70","50","50","2000","53.25575919963651","76","100","83.33333333333333","68.46846846846847","1488","100"
"378","70","10","3","3","30","50","70","50","50","2000","76.3956930849174","85","83.33333333333334","83.33333333333333","82.52427184466019","1181","100"
"379","85","10","3","3","30","50","70","50","50","2000","92.52285240848242","103","100","66.66666666666667","90.35087719298247","1263","100"
"376","40","10","3","3","30","50","70","50","50","2000","42.32694818139958","92","100","90.89740683648449","71.875","752","100"
"380","100","10","3","3","30","50","70","50","50","2000","100","108","100","83.33333333333333","100","1097","100"
"381","40","30","3","3","30","50","70","50","50","2000","44.61383373912836","74","100","89.89899025712928","65.48672566371681","1102","100"
"382","55","30","3","3","30","50","70","50","50","2000","61.38616185134415","85","100","52.54237288135593","74.56140350877193","1266","100"
"385","100","30","3","3","30","50","70","50","50","2000","100","123","100","83.33333333333333","100","806","100"
"384","85","30","3","3","30","50","70","50","50","2000","92.5020767769516","122","100","63.72549019607843","89.05109489051095","751","100"
"383","70","30","3","3","30","50","70","50","50","2000","71.11012123630049","112","100","54.76190476190475","81.75182481751825","705","100"
"387","55","50","3","3","30","50","70","50","50","2000","60.28117629397775","104","100","64.00672784828335","74.82014388489209","702","100"
"386","40","50","3","3","30","50","70","50","50","2000","50.621026567799966","80","83.33333333333334","66.66666666666667","64","1452","100"
"388","70","50","3","3","30","50","70","50","50","2000","79.69982021047132","87","100","83.33333333333333","82.85714285714286","1054","100"
"389","85","50","3","3","30","50","70","50","50","2000","93.64165206180412","115","100","75.84541062801932","89.14728682170544","650","100"
"390","100","50","3","3","30","50","70","50","50","2000","100","95","100","100","100","1255","100"
"392","55","70","3","3","30","50","70","50","50","2000","58.03701365902543","117","100","74.96535572109872","80.6896551724138","849","100"
"391","40","70","3","3","30","50","70","50","50","2000","57.47895028601158","82","100","66.66666666666667","65.07936507936508","1034","100"
"393","70","70","3","3","30","50","70","50","50","2000","98.67233376650415","86","83.33333333333334","50","86","1283","66.66666666666666"
"396","40","90","3","3","30","50","70","50","50","2000","79.59354412001126","76","83.33333333333334","66.66666666666667","67.2566371681416","1406","100"
"395","100","70","3","3","30","50","70","50","50","2000","100","124","100","66.66666666666667","100","730","100"
"394","85","70","3","3","30","50","70","50","50","2000","99.84999999999998","101","100","50","86.32478632478633","1244","100"
"397","55","90","3","3","30","50","70","50","50","2000","67.31824498925532","103","100","61.68831168831169","74.63768115942028","902","100"
"399","85","90","3","3","30","50","70","50","50","2000","93.51315669074386","111","100","66.66666666666667","90.98360655737704","886","100"
"398","70","90","3","3","30","50","70","50","50","2000","94.1296931134862","101","100","66.66666666666667","84.16666666666667","997","100"
"401","40","10","3","3","30","50","70","50","50","2000","40.81951038736576","85","66.66666666666666","79.02660765894377","72.64957264957265","1009","100"
"402","55","10","3","3","30","50","70","50","50","2000","57.62983129514084","84","100","83.33333333333333","73.68421052631578","1052","100"
"400","100","90","3","3","30","50","70","50","50","2000","100","130","100","90.29997841598696","100","1246","100"
"404","85","10","3","3","30","50","70","50","50","2000","87.52833008499279","92","100","66.66666666666667","92","1732","100"
"406","40","30","3","3","30","50","70","50","50","2000","45.49822670732515","77","100","66.66666666666667","68.75","796","100"
"403","70","10","3","3","30","50","70","50","50","2000","67.77813919755853","81","100","66.66666666666667","80.19801980198021","1086","100"
"405","100","10","3","3","30","50","70","50","50","2000","100","122","100","83.33333333333333","100","1080","100"
"407","55","30","3","3","30","50","70","50","50","2000","65.95553766697698","80","100","66.66666666666667","72.72727272727273","1392","100"
"408","70","30","3","3","30","50","70","50","50","2000","78.01234268196002","97","100","66.1512027491409","86.60714285714286","1273","100"
"409","85","30","3","3","30","50","70","50","50","2000","95.38418436638744","105","100","83.33333333333333","92.92035398230088","788","100"
"410","100","30","3","3","30","50","70","50","50","2000","100","131","100","52.492708870214756","100","957","100"
"412","55","50","3","3","30","50","70","50","50","2000","68.06369067016199","83","100","100","72.17391304347827","1347","100"
"411","40","50","3","3","30","50","70","50","50","2000","53.55513249160577","84","100","50","64.12213740458014","1240","100"
"414","85","50","3","3","30","50","70","50","50","2000","92.53145317190634","125","100","66.66666666666667","91.91176470588235","767","100"
"413","70","50","3","3","30","50","70","50","50","2000","77.49278057947782","119","100","51.51515151515152","83.80281690140845","737","100"
"415","100","50","3","3","30","50","70","50","50","2000","100","132","100","61.09925365120275","100","935","100"
"416","40","70","3","3","30","50","70","50","50","2000","54.818554072709624","87","100","48.84135469722076","72.5","732","100"
"417","55","70","3","3","30","50","70","50","50","2000","63.213409851634516","101","100","83.33333333333333","75.93984962406014","809","100"
"419","85","70","3","3","30","50","70","50","50","2000","89.97228187843159","127","100","78.87162292747315","96.94656488549617","769","100"
"418","70","70","3","3","30","50","70","50","50","2000","74.80962722025792","107","100","88.10916179337232","86.99186991869918","785","100"
"420","100","70","3","3","30","50","70","50","50","2000","100","113","100","66.66666666666667","100","661","100"
"421","40","90","3","3","30","50","70","50","50","2000","51.9123426157421","73","100","83.33333333333333","60.83333333333333","975","100"
"423","70","90","3","3","30","50","70","50","50","2000","92.74540372158778","90","100","66.66666666666667","82.56880733944955","1009","100"
"424","85","90","3","3","30","50","70","50","50","2000","92.44697167791514","102","100","83.33333333333333","93.57798165137615","1135","100"
"422","55","90","3","3","30","50","70","50","50","2000","64.48322605706282","103","100","50.326797385620914","76.86567164179104","607","100"
"425","100","90","3","3","30","50","70","50","50","2000","100","122","100","64.60674157303372","100","1432","100"
"426","40","10","3","3","30","50","70","50","50","2000","41.48715846639533","88","100","66.66666666666667","64.70588235294117","907","100"
"427","55","10","3","3","30","50","70","50","50","2000","53.20756762229272","97","100","55.51839464882943","74.61538461538461","1327","100"
"429","85","10","3","3","30","50","70","50","50","2000","88.0399666854836","96","100","66.66666666666667","88.88888888888889","1402","100"
"428","70","10","3","3","30","50","70","50","50","2000","70.00716290870001","114","100","54.08805031446541","85.07462686567165","726","100"
"430","100","10","3","3","30","50","70","50","50","2000","100","102","100","83.33333333333333","100","1399","100"
"431","40","30","3","3","30","50","70","50","50","2000","39.572843514758496","69","100","83.33333333333333","63.888888888888886","980","100"
"434","85","30","3","3","30","50","70","50","50","2000","91.03403740300489","95","100","66.66666666666667","88.78504672897196","1513","100"
"433","70","30","3","3","30","50","70","50","50","2000","78.88099835652797","108","100","69.26863572433193","88.52459016393442","774","100"
"435","100","30","3","3","30","50","70","50","50","2000","100","114","100","66.66666666666667","100","1257","100"
"432","55","30","3","3","30","50","70","50","50","2000","56.87990218671889","88","100","66.66666666666667","78.57142857142857","1124","100"
"436","40","50","3","3","30","50","70","50","50","2000","37.61066190855144","73","100","41.79104476740433","67.5925925925926","451","100"
"438","70","50","3","3","30","50","70","50","50","2000","87.01427599969406","85","100","83.33333333333333","78.70370370370371","1343","100"
"439","85","50","3","3","30","50","70","50","50","2000","98.61822983952352","106","50","66.66666666666667","89.83050847457628","1192","100"
"437","55","50","3","3","30","50","70","50","50","2000","71.20006350641883","86","100","83.33333333333333","76.10619469026548","1425","100"
"440","100","50","3","3","30","50","70","50","50","2000","100","111","100","86.02479532163743","100","926","100"
"441","40","70","3","3","30","50","70","50","50","2000","53.901269762624274","68","100","55.16529662054888","67.32673267326733","831","100"
"443","70","70","3","3","30","50","70","50","50","2000","84.47995995884237","121","66.66666666666666","83.33333333333333","84.02777777777779","578","66.66666666666666"
"442","55","70","3","3","30","50","70","50","50","2000","65.66075551763353","79","100","66.66666666666667","75.23809523809524","761","100"
"444","85","70","3","3","30","50","70","50","50","2000","97.3646219800648","113","100","58.2429796435272","98.26086956521739","1247","100"
"446","40","90","3","3","30","50","70","50","50","2000","78.54649472166454","67","100","83.33333333333333","63.20754716981132","1306","100"
"447","55","90","3","3","30","50","70","50","50","2000","82.07598119895715","100","100","87.62955460606061","75.18796992481202","1009","100"
"448","70","90","3","3","30","50","70","50","50","2000","89.88757032406671","101","100","66.66666666666667","84.87394957983193","774","100"
"445","100","70","3","3","30","50","70","50","50","2000","100","125","100","100","100","850","100"
"449","85","90","3","3","30","50","70","50","50","2000","97.09540448180006","110","100","83.33333333333333","88.70967741935483","822","100"
"451","40","10","3","3","30","50","70","50","50","2000","39.22918725245798","82","66.66666666666666","70.75471698113208","68.90756302521008","990","100"
"450","100","90","3","3","30","50","70","50","50","2000","100","117","100","65.1183970856102","100","884","100"
"452","55","10","3","3","30","50","70","50","50","2000","56.1198389596649","81","100","83.33333333333333","70.43478260869566","867","100"
"453","70","10","3","3","30","50","70","50","50","2000","70.46306678462146","98","100","83.33333333333333","83.05084745762711","913","100"
"456","40","30","3","3","30","50","70","50","50","2000","44.451723940507215","76","100","100","62.8099173553719","1126","100"
"454","85","10","3","3","30","50","70","50","50","2000","91.40521727366259","98","83.33333333333334","66.66666666666667","92.45283018867924","1444","100"
"457","55","30","3","3","30","50","70","50","50","2000","60.841740377577395","74","100","66.66666666666667","71.84466019417476","861","100"
"455","100","10","3","3","30","50","70","50","50","2000","100","128","100","50.785909090704905","100","1130","100"
"460","100","30","3","3","30","50","70","50","50","2000","100","124","100","49.24226804123711","100","595","100"
"459","85","30","3","3","30","50","70","50","50","2000","93.18605168757439","101","100","83.33333333333333","90.17857142857143","1125","100"
"462","55","50","3","3","30","50","70","50","50","2000","63.91726004514567","87","100","66.66666666666667","75","891","100"
"461","40","50","3","3","30","50","70","50","50","2000","40.539623999041126","70","100","66.66666666666667","58.82352941176471","863","100"
"458","70","30","3","3","30","50","70","50","50","2000","71.63566251313786","108","100","72.1693112932454","80","370","100"
"464","85","50","3","3","30","50","70","50","50","2000","96.18889541972082","108","100","69.26863572433193","94.73684210526315","1261","100"
"463","70","50","3","3","30","50","70","50","50","2000","81.3265682599462","112","100","65.41218637992831","82.96296296296296","1180","100"
"465","100","50","3","3","30","50","70","50","50","2000","100","133","100","68.11263318112633","100","752","100"
"467","55","70","3","3","30","50","70","50","50","2000","78.5626509465626","73","100","83.33333333333333","70.87378640776699","1197","100"
"466","40","70","3","3","30","50","70","50","50","2000","53.38235578581532","92","100","56.15141967732681","65.71428571428571","1194","100"
"468","70","70","3","3","30","50","70","50","50","2000","91.06091705501422","116","100","42.72391304347826","85.92592592592592","1210","100"
"471","40","90","3","3","30","50","70","50","50","2000","58.74610041328108","92","100","69.44444444444444","71.875","1183","100"
"469","85","70","3","3","30","50","70","50","50","2000","91.46623396005229","102","100","74.27536269630029","92.72727272727272","654","100"
"470","100","70","3","3","30","50","70","50","50","2000","100","132","100","49.30555555555555","100","896","100"
"473","70","90","3","3","30","50","70","50","50","2000","86.54508835110626","117","100","50","89.31297709923665","940","100"
"472","55","90","3","3","30","50","70","50","50","2000","71.15177558058033","84","100","90.8370586830031","70","1048","100"
"474","85","90","3","3","30","50","70","50","50","2000","94.17227294124773","133","100","46.58634538152611","96.37681159420289","655","100"
"475","100","90","3","3","30","50","70","50","50","2000","100","127","100","91.1707796417284","100","1049","100"
"476","40","10","3","3","30","50","70","50","50","2000","37.57309620053568","74","100","83.33333333333333","59.199999999999996","1130","100"
"479","85","10","3","3","30","50","70","50","50","2000","89.76405603453496","128","100","71.5130023640662","96.96969696969697","852","100"
"480","100","10","3","3","30","50","70","50","50","2000","100","134","100","66.3692977068855","100","695","100"
"478","70","10","3","3","30","50","70","50","50","2000","71.15946718802172","116","100","57.66266691263499","82.85714285714286","610","100"
"477","55","10","3","3","30","50","70","50","50","2000","53.52094469490663","92","100","57.032756334186026","75.40983606557377","1250","100"
"482","55","30","3","3","30","50","70","50","50","2000","60.120151266873044","94","100","57.96439076564979","81.73913043478261","1079","100"
"481","40","30","3","3","30","50","70","50","50","2000","42.84004069736167","95","100","46.825396825396815","67.85714285714286","800","100"
"483","70","30","3","3","30","50","70","50","50","2000","79.90776881433531","130","100","57.24400871459695","83.33333333333334","661","100"
"484","85","30","3","3","30","50","70","50","50","2000","95.5529493166758","121","100","59.35260875790377","91.66666666666666","1388","100"
"485","100","30","3","3","30","50","70","50","50","2000","100","121","100","51.51515151515151","100","839","100"
"488","70","50","3","3","30","50","70","50","50","2000","90.56237924621803","113","100","54.67625899342428","89.68253968253968","1215","100"
"487","55","50","3","3","30","50","70","50","50","2000","76.12638522365408","72","100","86.39455782312712","69.90291262135922","1590","100"
"489","85","50","3","3","30","50","70","50","50","2000","96.25850279703188","102","100","83.33333333333333","89.47368421052632","844","100"
"486","40","50","3","3","30","50","70","50","50","2000","61.796098655438676","59","100","66.66666666666667","60.824742268041234","1391","100"
